artist,album,score,reviewer,url
Tom Verlaine,Songs and Other Things,6.6,John Motley,http://pitchfork.com/reviews/albums/11862-songs-and-other-things-around/
Calexico,Garden Ruin,8.1,Joe Tangari,http://pitchfork.com/reviews/albums/1234-garden-ruin/
Josephine Foster,A Wolf in Sheep's Clothing,7.9,Matthew Murphy,http://pitchfork.com/reviews/albums/3325-a-wolf-in-sheeps-clothing/
Figurines,Skeleton,8.3,Adam Moerder,http://pitchfork.com/reviews/albums/3363-skeleton/
Wax Tailor,Tales of the Forgotten Melodies,5.9,Sean Fennessey,http://pitchfork.com/reviews/albums/8811-tales-of-the-forgotten-melodies/
Pretty Girls Make Graves,Élan Vital,6.4,Sam Ubl,http://pitchfork.com/reviews/albums/6466-elan-vital/
Parts & Labor,Stay Afraid,7.7,Joe Tangari,http://pitchfork.com/reviews/albums/6533-stay-afraid/
Bubba Sparxxx,The Charm,7.7,Tom Breihan,http://pitchfork.com/reviews/albums/7852-the-charm/
Cinemechanica,The Martial Arts,7.5,Cory D. Byrom,http://pitchfork.com/reviews/albums/1835-the-martial-arts/
Young Widows,Settle Down City,7.8,Jason Crock,http://pitchfork.com/reviews/albums/9853-settle-down-city/
The Ruby Suns,The Ruby Suns,7,Eric Harvey,http://pitchfork.com/reviews/albums/9860-the-ruby-suns/
Cougar,Law,6.7,Liz Colville,http://pitchfork.com/reviews/albums/9861-law/
Calla,Strength in Numbers,7,Adam Moerder,http://pitchfork.com/reviews/albums/9873-strength-in-numbers/
The RZA Presents,Afro Samurai: The Soundtrack,6.6,Sam Chennault,http://pitchfork.com/reviews/albums/9847-afro-samurai-the-soundtrack/
Hella,There's No 666 in Outer Space,7,Adam Moerder,http://pitchfork.com/reviews/albums/9828-theres-no-666-in-outer-space/
Husky Rescue,Ghost Is Not Real,6.9,Eric Harvey,http://pitchfork.com/reviews/albums/9809-ghost-is-not-real/
No Bra,Dance and Walk,6.8,Stuart Berman,http://pitchfork.com/reviews/albums/9819-dance-and-walk/
Boredoms,Super Roots 1,7.6,Dominique Leone,http://pitchfork.com/reviews/albums/11897-super-roots-135/
Busdriver,RoadKillOvercoat,6.9,Jason Crock,http://pitchfork.com/reviews/albums/9832-roadkillovercoat/
Flin Flon,Dixie,6.5,John Motley,http://pitchfork.com/reviews/albums/3104-dixie/
Daft Punk,Musique Vol. 1 (1993-2005),8.4,Mark Pytlik,http://pitchfork.com/reviews/albums/2138-musique-vol-1-1993-2005/
T.I.,King,8.4,Tom Breihan,http://pitchfork.com/reviews/albums/8319-king/
Nicolai Dunger,Here's My Song You Can Have It...I Don't Want It Anymore/Yours 4-Ever Nicolai,7.6,Stephen M. Deusner,http://pitchfork.com/reviews/albums/11720-heres-my-song-you-can-have-iti-dont-want-it-anymoreyours-4-ever-nicolai-dunger/
Yura Yura Teikoku,Sweet Spot,7,Cory D. Byrom,http://pitchfork.com/reviews/albums/8919-sweet-spot/
The Essex Green,Cannibal Sea,7.2,Marc Hogan,http://pitchfork.com/reviews/albums/2837-cannibal-sea/
Morrissey,Ringleader of the Tormentors,8,Marc Hogan,http://pitchfork.com/reviews/albums/5439-ringleader-of-the-tormentors/
Soul Position,Things Go Better With RJ and Al,6.3,Tom Breihan,http://pitchfork.com/reviews/albums/7370-things-go-better-with-rj-and-al/
Massacre,Killing Time,8.2,Dominique Leone,http://pitchfork.com/reviews/albums/5684-killing-time/
Sound Dimension,"Soul Jamaica Shake, Vol. 1",7.9,Joe Tangari,http://pitchfork.com/reviews/albums/7851-soul-jamaica-shake-vol-1/
They Shoot Horses Don't They?,Boo Hoo Hoo Boo,5.8,Brian Howe,http://pitchfork.com/reviews/albums/8318-boo-hoo-hoo-boo/
Feathers,Feathers,7.7,Matthew Murphy,http://pitchfork.com/reviews/albums/3364-feathers/
The Flaming Lips,At War With the Mystics,6.7,Mark Richardson,http://pitchfork.com/reviews/albums/3086-at-war-with-the-mystics/
The Vines,Vision Valley,3.4,David Raposa,http://pitchfork.com/reviews/albums/8473-vision-valley/
Ahleuchatistas,What You Will,7.6,Joe Tangari,http://pitchfork.com/reviews/albums/433-what-you-will/
Jessi Colter,Out of the Ashes,7,Stephen M. Deusner,http://pitchfork.com/reviews/albums/1834-out-of-the-ashes/
Bibio,Hand Cranked,6.1,Mark Richardson,http://pitchfork.com/reviews/albums/1138-hand-cranked/
Acid Mothers Temple & the Cosmic Inferno,Starless and Bible Black Sabbath,6,Matthew Murphy,http://pitchfork.com/reviews/albums/11625-starless-and-bible-black-sabbath-we-are-acid-mothers-afrirampo/
Sondre Lerche with the Faces Down Quartet,Duper Sessions,6.1,Marc Hogan,http://pitchfork.com/reviews/albums/4745-duper-sessions/
Mouthus,The Long Salt,7.3,Matthew Murphy,http://pitchfork.com/reviews/albums/5683-the-long-salt/
Kath Bloom,Finally,7.8,Stephen M. Deusner,http://pitchfork.com/reviews/albums/9791-finally/
Noah Georgeson,Find Shelter,6.8,Matthew Murphy,http://pitchfork.com/reviews/albums/9813-find-shelter/
Beirut,Lon Gisland EP,7.8,Brandon Stosuy,http://pitchfork.com/reviews/albums/9826-lon-gisland-ep/
Frank Sinatra,Vegas: Live,8.7,Stephen Troussé,http://pitchfork.com/reviews/albums/9827-vegas-live/
Thomas Mapfumo and the Blacks Unlimited,Rise Up,8,Joshua Klein,http://pitchfork.com/reviews/albums/9802-rise-up/
Tralala,Is That the Tralala,6.7,Marc Hogan,http://pitchfork.com/reviews/albums/9800-is-that-the-tralala/
Daylight's for the Birds,Trouble Everywhere,6.5,Adam Moerder,http://pitchfork.com/reviews/albums/9817-trouble-everywhere/
Deerhunter,Cryptograms,8.9,Marc Hogan,http://pitchfork.com/reviews/albums/9824-cryptograms/
Ricardo Villalobos,Fizheuer Zieheuer,8.2,Philip Sherburne,http://pitchfork.com/reviews/albums/9816-fizheuer-zieheuer/
To Live and Shave in L.A.,Noon & Eternity,8,David Raposa,http://pitchfork.com/reviews/albums/9799-noon-eternity/
Aereogramme,My Heart Has a Wish That You Would Not Go,5.9,Liz Colville,http://pitchfork.com/reviews/albums/9779-my-heart-has-a-wish-that-you-would-not-go/
Clap Your Hands Say Yeah,Some Loud Thunder,7.2,Brian Howe,http://pitchfork.com/reviews/albums/9820-some-loud-thunder/
Rob Crow,Living Well,7.2,Jason Crock,http://pitchfork.com/reviews/albums/9811-living-well/
k-os,Atlantis: Hymns for Disco,6.5,Eric Harvey,http://pitchfork.com/reviews/albums/9784-atlantis-hymns-for-disco/
Christina Rosenvinge,Continental 62,6,Brian Howe,http://pitchfork.com/reviews/albums/9786-continental-62/
Hammock,Raising Your VoiceTrying to Stop an Echo,7.6,Joe Tangari,http://pitchfork.com/reviews/albums/9797-raising-your-voicetrying-to-stop-an-echo/
Pulp,The Peel Sessions,8.4,Stephen Troussé,http://pitchfork.com/reviews/albums/9801-the-peel-sessions/
Maximum Joy,Unlimited (1979-1983),7.8,Joe Tangari,http://pitchfork.com/reviews/albums/5682-unlimited-1979-1983/
Tunng,Mother's Daughter...and Other Songs,6.5,Jason Crock,http://pitchfork.com/reviews/albums/8317-mothers-daughterand-other-songs/
Cocteau Twins,"Lullabies to Violaine: Singles and Extended Plays 1982-1996, Vol. 1",8.5,Nitsuh Abebe,http://pitchfork.com/reviews/albums/11702-lullabies-to-violaine-singles-and-extended-plays-1982-1996-vol-1-vol-2/
Loose Fur,Born Again in the USA,7.3,Ryan Dombal,http://pitchfork.com/reviews/albums/4854-born-again-in-the-usa/
Adam Green,Jacket Full of Danger,6.9,Marc Hogan,http://pitchfork.com/reviews/albums/3628-jacket-full-of-danger/
Voices and Organs,Orphanage,7.1,Matthew Murphy,http://pitchfork.com/reviews/albums/8546-orphanage/
Nightmares on Wax,In a Space Outta Sound,6.8,Jess Harvell,http://pitchfork.com/reviews/albums/5795-in-a-space-outta-sound/
Prince,3121,6,Joe Tangari,http://pitchfork.com/reviews/albums/6481-3121/
Dark Meat,Universal Indians,7.9,Stephen M. Deusner,http://pitchfork.com/reviews/albums/9767-universal-indians/
Exploding Star Orchestra,We Are All From Somewhere Else,7.5,Matthew Murphy,http://pitchfork.com/reviews/albums/9782-we-are-all-from-somewhere-else/
Joe Lally,There to Here,6.4,Jason Crock,http://pitchfork.com/reviews/albums/9752-there-to-here/
Andy Partridge,Fuzzy Warbles Collectors Album,6.1,Chris Dahlen,http://pitchfork.com/reviews/albums/9785-fuzzy-warbles-collectors-album/
Green Day,Kerplunk,8.5,Jess Harvell,http://pitchfork.com/reviews/albums/11896-1039smoothed-out-slappy-hourskerplunk/
The Aquarium,The Aquarium,7.6,Marc Masters,http://pitchfork.com/reviews/albums/9762-the-aquarium/
Blake Miller,Together With Cats,7.4,Brian Howe,http://pitchfork.com/reviews/albums/9769-together-with-cats/
Psychic Ills,Early Violence,6.1,Jason Crock,http://pitchfork.com/reviews/albums/9770-early-violence/
Menomena,Friend and Foe,8.5,Joe Tangari,http://pitchfork.com/reviews/albums/9768-friend-and-foe/
David Vandervelde,The Moonstation House Band,7,Stephen M. Deusner,http://pitchfork.com/reviews/albums/9792-the-moonstation-house-band/
Gruppo di Improvvisazione Nuova Consonanza,Azioni,8.1,Joshua Klein,http://pitchfork.com/reviews/albums/9764-azioni/
VietNam,Vietnam,7.5,Stuart Berman,http://pitchfork.com/reviews/albums/9756-vietnam/
Ciara,The Evolution,5.9,Julianne Shepherd,http://pitchfork.com/reviews/albums/9759-the-evolution/
Boris,Rainbow,8.2,Brandon Stosuy,http://pitchfork.com/reviews/albums/9787-rainbow/
America,Here & Now,4,Stephen M. Deusner,http://pitchfork.com/reviews/albums/9781-here-now/
Charlemagne Palestine and Tony Conrad,An Aural Symbiotic Mystery,8.7,Grayson Currin,http://pitchfork.com/reviews/albums/9742-an-aural-symbiotic-mystery/
M. Craft,Silver & Fire,6.3,Liz Colville,http://pitchfork.com/reviews/albums/9755-silver-fire/
Paul Brill,Harpooner,6.6,Adam Moerder,http://pitchfork.com/reviews/albums/9765-harpooner/
The Earlies,The Enemy Chorus,6.7,Marc Hogan,http://pitchfork.com/reviews/albums/9783-the-enemy-chorus/
Pink Mountaintops,Axis of Evol,8.1,William Bowers,http://pitchfork.com/reviews/albums/6565-axis-of-evol/
The Pretenders,Pirate Radio,8.2,Stephen M. Deusner,http://pitchfork.com/reviews/albums/6595-pirate-radio/
Band of Horses,Everything All the Time,8.8,Stephen M. Deusner,http://pitchfork.com/reviews/albums/1200-everything-all-the-time/
The Books,Music for a French Elevator,7.2,Mark Richardson,http://pitchfork.com/reviews/albums/857-music-for-a-french-elevator/
Eef Barzelay,Bitter Honey,7.2,Stephen M. Deusner,http://pitchfork.com/reviews/albums/1201-bitter-honey/
Stephin Merritt,Showtunes,7.5,Matt LeMay,http://pitchfork.com/reviews/albums/5240-showtunes/
The Capes,Hello,6.6,Jason Crock,http://pitchfork.com/reviews/albums/1829-hello/
Television Personalities,My Dark Places,6.7,Nitsuh Abebe,http://pitchfork.com/reviews/albums/8975-my-dark-places/
deadboy & the Elephantmen,We Are Night Sky,5.7,Stephen M. Deusner,http://pitchfork.com/reviews/albums/2638-we-are-night-sky/
Christian Kiefer,The Black Dove,7.4,Matthew Murphy,http://pitchfork.com/reviews/albums/4609-the-black-dove/
Some Girls,Heaven's Pregnant Teens,6.8,Zach Baron,http://pitchfork.com/reviews/albums/7825-heavens-pregnant-teens/
Witch,Witch,7.6,Brandon Stosuy,http://pitchfork.com/reviews/albums/8808-witch/
Diane Cluck,Oh Vanille/Ova Nil,5.7,Zach Baron,http://pitchfork.com/reviews/albums/11709-oh-vanilleova-nilcountless-times/
Caroline,Murmurs,7.8,Cory D. Byrom,http://pitchfork.com/reviews/albums/1830-murmurs/
Fire Engines,Codex Teenage Premonition,7.3,John Motley,http://pitchfork.com/reviews/albums/3361-codex-teenage-premonition/
Sparks,Hello Young Lovers,6.9,Nitsuh Abebe,http://pitchfork.com/reviews/albums/7848-hello-young-lovers/
Buzzcocks,Flat-Pack Philosophy,7.2,David Raposa,http://pitchfork.com/reviews/albums/1053-flat-pack-philosophy/
Ray Davies,Other People's Lives,6.7,Marc Hogan,http://pitchfork.com/reviews/albums/2640-other-peoples-lives/
Hellacopters,Rock & Roll Is Dead,5.5,Adam Moerder,http://pitchfork.com/reviews/albums/3810-rock-roll-is-dead/
Ponytail,Kamehameha,8.1,Jess Harvell,http://pitchfork.com/reviews/albums/9693-kamehameha/
Yabby You,Deliver Me From My Enemies,7.8,Joe Tangari,http://pitchfork.com/reviews/albums/9750-deliver-me-from-my-enemies/
Nina Simone,Remixed and Reimagined,3.5,Mark Richardson,http://pitchfork.com/reviews/albums/9749-remixed-and-reimagined/
"The Good, the Bad & the Queen","The Good, the Bad & the Queen",6.8,Joshua Klein,http://pitchfork.com/reviews/albums/9778-the-good-the-bad-the-queen/
Seekers Who Are Lovers,You Are the Pride of Your Street EP,8.2,Mark Richardson,http://pitchfork.com/reviews/albums/9733-you-are-the-pride-of-your-street-ep/
Simon Joyner & the Fallen Men,Skeleton Blues,7.2,Matthew Murphy,http://pitchfork.com/reviews/albums/9731-skeleton-blues/
Plastic Little,She's Mature,7.4,Sean Fennessey,http://pitchfork.com/reviews/albums/9700-shes-mature/
Mos Def,True Magic,4.5,Sean Fennessey,http://pitchfork.com/reviews/albums/9738-true-magic/
Frightened Rabbit,Sing the Greys,7.5,Brian Howe,http://pitchfork.com/reviews/albums/9715-sing-the-greys/
Solar Anus,Skull Alcoholic: The Complete Solar Anus,7.8,Zach Baron,http://pitchfork.com/reviews/albums/9723-skull-alcoholic-the-complete-solar-anus/
Living Things,Ahead of the Lions,5.8,William Bowers,http://pitchfork.com/reviews/albums/5004-ahead-of-the-lions/
The Society of Rockets,Where the Grass Grows Black,5.4,John Motley,http://pitchfork.com/reviews/albums/7800-where-the-grass-grows-black/
Stereolab,Fab Four Suture,6.6,Dominique Leone,http://pitchfork.com/reviews/albums/7505-fab-four-suture/
Graham Coxon,Love Travels at Illegal Speeds,7,William Bowers,http://pitchfork.com/reviews/albums/1646-love-travels-at-illegal-speeds/
Chihei Hatakeyama,Minima Moralia,8.1,Mark Richardson,http://pitchfork.com/reviews/albums/4035-minima-moralia/
Wooden Wand and the Vanishing Voice,Gipsy Freedom,8.4,Mia Lily Clarke,http://pitchfork.com/reviews/albums/8799-gipsy-freedom/
Kelley Stoltz,Below the Branches,6.3,Stephen M. Deusner,http://pitchfork.com/reviews/albums/7522-below-the-branches/
Neko Case,Fox Confessor Brings the Flood,7.7,Ryan Dombal,http://pitchfork.com/reviews/albums/1325-fox-confessor-brings-the-flood/
I Love You But I've Chosen Darkness,Fear Is on Our Side,7.6,Brian Howe,http://pitchfork.com/reviews/albums/4151-fear-is-on-our-side/
James Blackshaw,O True Believers,7.7,Matthew Murphy,http://pitchfork.com/reviews/albums/1197-o-true-believers/
WHY?,Rubber Traits EP,6.8,Mia Lily Clarke,http://pitchfork.com/reviews/albums/8673-rubber-traits-ep/
Souls She Said,As Templar Nites,5.4,Zach Baron,http://pitchfork.com/reviews/albums/7847-as-templar-nites/
Pansy Division,The Essential,7.8,Cory D. Byrom,http://pitchfork.com/reviews/albums/6149-the-essential/
Mogwai,Mr. Beast,6.8,Joe Tangari,http://pitchfork.com/reviews/albums/5371-mr-beast/
Mudhoney,Under a Billion Suns,6.1,David Raposa,http://pitchfork.com/reviews/albums/5495-under-a-billion-suns/
?uestlove,Babies Makin' Babies 2: Misery Strikes Back...No More Babies,7.1,Will Dukes,http://pitchfork.com/reviews/albums/6630-babies-makin-babies-2-misery-strikes-backno-more-babies/
New Radiant Storm King,The Steady Hand,4.8,Zach Baron,http://pitchfork.com/reviews/albums/5776-the-steady-hand/
Matisyahu,Youth,4.9,Sean Fennessey,http://pitchfork.com/reviews/albums/5661-youth/
Stone Jack Jones,bluefolk,7.9,Stephen M. Deusner,http://pitchfork.com/reviews/albums/4367-bluefolk/
IV Thieves,If We Can't Escape My Pretty,6.7,Grayson Currin,http://pitchfork.com/reviews/albums/9707-if-we-cant-escape-my-pretty/
The Jet Age,Breathless,7.3,Joe Tangari,http://pitchfork.com/reviews/albums/9685-breathless/
Gruff Rhys,Candylion,8,Marc Hogan,http://pitchfork.com/reviews/albums/9720-candylion/
Black Devil Disco Club,28 Later,8.1,Joshua Klein,http://pitchfork.com/reviews/albums/9722-28-later/
Julie Sokolow,Something About Violins,7.6,Stephen M. Deusner,http://pitchfork.com/reviews/albums/9697-something-about-violins/
Tiga,Sexor,6.2,Mark Pytlik,http://pitchfork.com/reviews/albums/9714-sexor/
Clint Mansell,The Fountain OST,5.9,Brandon Stosuy,http://pitchfork.com/reviews/albums/9726-the-fountain-ost/
Opeth,Ghost Reveries (Special Edition),8.4,Brandon Stosuy,http://pitchfork.com/reviews/albums/9717-ghost-reveries-special-edition/
KTL,KTL,7.1,Marc Masters,http://pitchfork.com/reviews/albums/9666-ktl/
Ramblin' Jack Elliott,I Stand Alone,8,Amanda Petrusich,http://pitchfork.com/reviews/albums/9648-i-stand-alone/
Horse Feathers,Words Are Dead,7.5,Brandon Stosuy,http://pitchfork.com/reviews/albums/9689-words-are-dead/
Hem,Funnel Cloud,6.1,David Raposa,http://pitchfork.com/reviews/albums/9709-funnel-cloud/
Nas,Hip Hop Is Dead,7.8,Peter Macia,http://pitchfork.com/reviews/albums/9729-hip-hop-is-dead/
Josef K,Entomology,7.9,Stephen Troussé,http://pitchfork.com/reviews/albums/9710-entomology/
Aloe Blacc,Shine Through,7.7,Sean Fennessey,http://pitchfork.com/reviews/albums/9713-shine-through/
Giddy Motors,Do Easy,8,Jason Crock,http://pitchfork.com/reviews/albums/9677-do-easy/
London Sinfonietta,Warp Works & Twentieth Century Masters,6.4,Grayson Currin,http://pitchfork.com/reviews/albums/9699-warp-works-twentieth-century-masters/
Ghostface Killah,More Fish,7.3,Ryan Dombal,http://pitchfork.com/reviews/albums/9721-more-fish/
Girls Aloud,The Sound of Girls Aloud,8.5,Tim Finney,http://pitchfork.com/reviews/albums/11892-the-sound-of-girls-aloud-overloaded/
Mahogany,Connectivity!,7.6,Matt LeMay,http://pitchfork.com/reviews/albums/9725-connectivity/
Hank,Ackrill/Venning '91,6.8,Joe Tangari,http://pitchfork.com/reviews/albums/4007-ackrillvenning-91/
Electric President,Electric President,6.7,Matthew Murphy,http://pitchfork.com/reviews/albums/2938-electric-president/
Belle And Sebastian,LateNightTales,6.8,Marc Hogan,http://pitchfork.com/reviews/albums/640-latenighttales/
Diskaholics Anonymous Trio,Weapons of Ass Destruction,7.2,Matthew Murphy,http://pitchfork.com/reviews/albums/11726-weapons-of-ass-destruction-live-in-japan-v1/
Nathan Fake,Drowning in a Sea of Love,8.4,Mark Pytlik,http://pitchfork.com/reviews/albums/3360-drowning-in-a-sea-of-love/
Maximo Park,Missing Songs,6.4,Sam Ubl,http://pitchfork.com/reviews/albums/5647-missing-songs/
Destroyer,Destroyer's Rubies,8.5,Matt LeMay,http://pitchfork.com/reviews/albums/8970-destroyers-rubies/
Alog,Catch That Totem! (1998-2005),8,Mark Richardson,http://pitchfork.com/reviews/albums/462-catch-that-totem-1998-2005/
Heros Severum,Plague Dogs,7.9,Sam Ubl,http://pitchfork.com/reviews/albums/4034-plague-dogs/
Indian Jewelry,Invasive Exotics,7.2,Matthew Murphy,http://pitchfork.com/reviews/albums/9645-invasive-exotics/
Mixel Pixel,Music For Plants,5.5,Stuart Berman,http://pitchfork.com/reviews/albums/9650-music-for-plants/
Gwen Stefani,The Sweet Escape,6.5,Mark Pytlik,http://pitchfork.com/reviews/albums/9703-the-sweet-escape/
Bob Wills and His Texas Playboys,Legends of Country Music,9.4,Stephen M. Deusner,http://pitchfork.com/reviews/albums/9701-legends-of-country-music/
The Twilight Sad,The Twilight Sad EP,7.8,Marc Hogan,http://pitchfork.com/reviews/albums/9665-the-twilight-sad-ep/
Songs of Green Pheasant,Aerial Days,7.3,Matthew Murphy,http://pitchfork.com/reviews/albums/9659-aerial-days/
Les Georges Leningrad,Sangue Puro,7,Brian Howe,http://pitchfork.com/reviews/albums/9651-sangue-puro/
Neil Young,Live at the Fillmore East,8.2,Rob Mitchum,http://pitchfork.com/reviews/albums/9687-live-at-the-fillmore-east/
Lee Hazlewood,Cake or Death,7.7,Stephen Troussé,http://pitchfork.com/reviews/albums/9695-cake-or-death/
Prurient,Pleasure Ground,7.8,Marc Masters,http://pitchfork.com/reviews/albums/9694-pleasure-ground/
Bad Brains,Live at CBGB 1982,6.5,Zach Baron,http://pitchfork.com/reviews/albums/9655-live-at-cbgb-1982/
Robert Lippok,Robot,4.9,Mark Richardson,http://pitchfork.com/reviews/albums/9629-robot/
The Doors,Perception,6.5,Stuart Berman,http://pitchfork.com/reviews/albums/9691-perception/
